#SentenceID	Sentence	TRI	MoR	Valid?	true_TRI	true_MoR	TRI score	MoR scores	TF	TF Id	TF Symbol	TF TaxID	TF_is_incorrect	TF_correct_mention	TF offset	TG	TG Id	TG Symbol	TG TaxID	TG_is_incorrect	TG_correct_mention	Gene offset	method	stage	renormalisation	pre-post	TF_type	Other issues	Explanation
23347430:8:FOXM1:ERalpha	Further molecular analyses demonstrated that these two factors can bind simultaneously at genomic sites and furthermore that [TF] regulates the transcriptional activity of [TG] via interaction with the coactivator CARM1.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9948282392134151;0.003991251883794028;0.0011805089027908497	FOXM1	2305	FOXM1	9606			1026	ERalpha	2099	ESR1	9606			1074	random	s2		post	dbTF		
18704925:9:HNF4alpha:CrebH	CONCLUSION: These data implicate [TF] in having a role in controlling the acute phase response of the liver induced by ER stress by regulating expression of [TG].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.996351554681136;0.002334757153648062;0.0013136881652158915	HNF4alpha	15378	Hnf4a	10090			1995	CrebH	208677	Creb3l3	10090			2124	random	s2		post	dbTF		
24908319:6:p65:IL-10	In this chapter, we describe a protocol that uses chromatin immunoprecipitation (ChIP) to analyze the transcriptional regulation of TGFbeta1 and IL-10 by measuring recruitment of NFkappaB [TF], p50, c-Rel, Rel-B, and p52 subunits to TGFbeta1 and [TG] promoters in human CTCL Hut-78 cells.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.998078968311165;0.0008998887466684148;0.0010211429421664738	p65	5970	RELA	9606			1249	IL-10	3586	IL10	9606			1306	random	s2		post	dbTF		
31611558:6:Tet2:DKK-1	Mechanistically, we found that downregulation of Tet1 and [TF] leads to hypermethylation of [TG] promoter, leading to the activation of WNT signaling pathway and therefore promoting Fas ligand (FasL) expression, which results in elevated immunomodulatory capacity of PDLSCs.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.8964328695680835;0.013059414195962458;0.09050771623595406	Tet2	214133	Tet2	10090			758	DKK-1	13380	Dkk1	10090			792	random	s2		post	coTF candidate		
35313683:13:FOXO1:GLUT2	Conclusion: OCN could activate the [TF] signaling pathway to regulate [TG] expression and improve the insulin secretion disorder caused by lipotoxicity.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9971842884176171;0.0013974312530263976;0.0014182803293565879	FOXO1	2308	FOXO1	9606			1300	GLUT2	6514	SLC2A2	9606			1336	random	s2		post	dbTF		
9553140:4:GKLF:keratin 4	We sought to determine transcriptionally mediated effects of [TF] on two promoters active in the esophageal squamous epithelium, namely the Epstein-Barr virus ED-L2 and human [TG] promoters.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9962651214523545;0.002719503461878034;0.0010153750857675263	GKLF	9314	KLF4	9606			441	keratin 4	3851	KRT4	9606			555	random	s2		post	dbTF		
8638663:2:glucocorticoid receptor:glutaminase	The effect of [TF] on [TG] gene expression and related glutamine metabolism was studied in proximal tubule-like LCC-PK1-F+ cells.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9968683929711633;0.0018907870820541592;0.0012408199467826026	glucocorticoid receptor	24413	Nr3c1	10116			116	glutaminase	24398	Gls	10116			143	random	s2		post	dbTF		
17968679:0:aryl hydrocarbon receptor:cytochrome P4501A1	Crosstalk between the [TF] and hypoxia on the constitutive expression of [TG] mRNA.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.7794269580321694;0.21396810891210616;0.006604933055724418	aryl hydrocarbon receptor	196	AHR	9606			22	cytochrome P4501A1	1543	CYP1A1	9606			94	random	s2		post	dbTF		
21859492:8:AR:c-Myc	Androgens cause growth inhibition and G1 cell cycle arrest in these cells by regulating [TG], Skp2, and p27Kip via [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9971714155004027;0.001494580635761566;0.001334003863835727	AR	367	AR	9606			1079	c-Myc	4609	MYC	9606			1051	random	s2		post	dbTF		
31035388:10:YY1:p21	More interestingly, the region 146-270 amino acids of YY1, which bound to BCCIP, increased p53-mediated luciferase activity, indicating the complexity of the [TF]/BCCIP complex in co-regulating [TG] transcription.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9920863721697819;0.005477738171181161;0.0024358896590369198	YY1	7528	YY1	9606			1332	p21	1026	CDKN1A	9606			1367	random	s2		post	dbTF		
33754029:12:c-Myc:BIRC5	Mechanistically, we clarified that some cell cycle, anti-apoptosis, DNA repair and immune related genes, including AURKA, CCNB1, E2F1, PLK1, [TG], XRCC2 and PD-L1, were directly regulated by WDR5 and OICR-9429 in H3K4me3 and [TF] dependent manner.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9976878575296855;0.0016396057621906703;0.0006725367081239072	c-Myc	4609	MYC	9606			1547	BIRC5	332	BIRC5	9606			1462	random	s2		post	dbTF		
24469038:9:p53:14-3-3sigma	Our results suggest a role of Wig-1 as a survival factor that directs the [TF] stress response toward cell cycle arrest rather than apoptosis through the regulation of FAS and [TG] mRNA levels.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9803136533927664;0.01563047377127501;0.004055872835958497	p53	7157	TP53	9606			920	14-3-3sigma	2810	SFN	9606			1021	random	s2		post	dbTF		
9771752:7:calsenilin:Abeta	Thus, [TF] may mediate the effects of wild-type and mutant presenilins on apoptosis and on [TG] formation.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9858179503273791;0.011516502461778958;0.002665547210842007	calsenilin	30818	KCNIP3	9606			786	Abeta	351	APP	9606			877	random	s2		post	dbTF		
14715692:7:NF-kappaB:MMP-9	Further, when constrained into chromatin, the integrated [TF]-mutated [TG] promoter is repressed by PMA, a situation not apparent using nonintegrated plasmids.	TRI	REPRESSION	F	TRI	UNDEFINED		0.014738621711224961;0.4919369869033009;0.4933243913854741	NF-kappaB	Complex:NFKB	NFKB	9606			1109	MMP-9	4318	MMP9	9606			1127	random	s2	NFKB	post	dbTF		
27894242:6:Nrf2:HO-1	RESULTS: IQ-7 and IQ-12 downregulated the expression levels of [TF] and its downstream target genes, such as NQO1, [TG] and Gclc.	TRI	UNDEFINED	F	TRI	ACTIVATION		0.977527735586834;0.02046834293154888;0.0020039214816171104	Nrf2	4780	NFE2L2	9606			937	HO-1	3162	HMOX1	9606			989	random	s2		post	dbTF		
16394517:9:progesterone receptor:PEPT1	Further studies are needed to clarify whether the inhibition of the [TG] gene transcription by progesterone pretreatment proceeds via sigma1-receptor or [TF].	TRI	REPRESSION	T	TRI	REPRESSION		0.0019895275561847086;0.00429339321816123;0.993717079225654	progesterone receptor	5241	PGR	9606			1695	PEPT1	6564	SLC15A1	9606			1609	random	s2		post	dbTF		
26119982:11:Rcor1:Meis1	Moreover, [TF](-/-) monocytes exhibited extensive, cytokine-dependent self-renewal and overexpressed genes associated with hematopoietic stem/progenitor cell expansion including Gata2, [TG], and Hoxa9.	TRI	REPRESSION	T	TRI	REPRESSION		0.005280700844003042;0.005668021162165333;0.9890512779938316	Rcor1	23186	RCOR1	9606			1468	Meis1	4211	MEIS1	9606			1644	random	s2		post	dbTF	mutation	
29967648:6:p65:IL-1beta	The nuclear factor-kappaB nuclear translocation inhibitor JSH-23 abolished UV-B irradiation-induced [TG] mRNA expression, indicating that [TF] regulates transcriptional induction.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.014258949355875425;0.9838637879063136;0.0018772627378110813	p65	5970	RELA	9606			1056	IL-1beta	3553	IL1B	9606			1014	random	s2		post	dbTF	mutation	
17982885:6:NF-kappaB:glial cell-line derived neurotrophic factor	At the same time, rasagiline induces anti-apoptotic pro-survival proteins, Bcl-2 and [TG], which is mediated by activated ERK-[TF] signal pathway.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.023074943407274593;0.9749545747329292;0.0019704818597961696	NF-kappaB	Complex:NFKB	NFKB	9606			944	glial cell-line derived neurotrophic factor	2668	GDNF	9606			864	random	s2	NFKB	post	dbTF		
23226251:11:HIF-1alpha:catalase	Interestingly, MnDPDP-pretreated livers exhibited activation of Nfr2 and [TF] pathways resulting in a higher [TG] and HO-1 activities.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.02194162460281651;0.9482304897844859;0.029827885612697686	HIF-1alpha	29560	Hif1a	10116			1552	catalase	24248	Cat	10116			1594	random	s2		post	dbTF		
37158892:12:SMAD3:SPARC	The stimulatory effect of TGF-beta1 on [TG] expression was mediated by [TF] but not SMAD2.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0027481279594644783;0.99636096492428;0.0008909071162555958	SMAD3	4088	SMAD3	9606			1445	SPARC	6678	SPARC	9606			1412	random	s2		post	dbTF		
32598492:5:LXRalpha:ABCG1	Luteolin-stimulated expression of [TG] and SRB1 was reversed by inhibitory compound of [TF].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.015313985281906568;0.717346979821008;0.2673390348970853	LXRalpha	10062	NR1H3	9606			719	ABCG1	9619	ABCG1	9606			665	random	s2		post	dbTF	mutation	
19815336:0:MSX1:DKK1	[TF] induces the Wnt pathway antagonist genes [TG], DKK2, DKK3, and SFRP1 in neuroblastoma cells, but does not block Wnt3 and Wnt5A signalling to DVL3.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.01621952809393833;0.6407631504876531;0.3430173214184086	MSX1	4487	MSX1	9606			0	DKK1	22943	DKK1	9606			46	random	s2		post	dbTF		
24968361:5:Arx:Sonic hedgehog	We have found that [TF], in conjunction with FoxA2, directly induces [TG] (Shh) expression through binding to a Shh floor plate enhancer (SFPE2).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0020330734108088234;0.9970861570461002;0.0008807695430910576	Arx	11878	Arx	10090			674	Sonic hedgehog	20423	Shh	10090			723	random	s2		post	dbTF		
25748490:7:NF-kB:TrxR	The Trx-1 expression and [TG] activity was suppressed by HSP70 and [TF] inhibition, while the nuclear NF-kB p65 expression was suppressed by HSP70 inhibitor.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003766616833476175;0.9863604307162029;0.00987295245032081	NF-kB	Complex:NFKB	NFKB	10116			799	TrxR	113898	Prdx5	10116	normalisation	TXNRD1	757	random	s2	NFKB	post	dbTF	mutation	
11275263:6:NF-kappaB:CD83	Given that IkappaBalpha is functionally coupled to the T-cell antigen receptor, these findings suggest that the downstream transcription unit for [TG] is triggered by [TF] during an adaptive immune response.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.006309230617792867;0.9929591294038136;0.0007316399783934174	NF-kappaB	Complex:NFKB	NFKB	9606			1145	CD83	9308	CD83	9606			1124	random	s2	NFKB	post	dbTF		
21035574:11:MTF-1:MT-I	Rapid disruption of nucleosome structure at the [TG] promoter is mediated by zinc-responsive recruitment of an active [TF]-coactivator complex.	TRI	UNDEFINED	F	TRI	ACTIVATION		0.9552438061698949;0.01578734879284453;0.028968845037260587	MTF-1	17764	Mtf1	10090			1540	MT-I	17748	Mt1	10090			1470	random	s2		post	dbTF		
22859938:14:NF-kappaB:p53	SIGNIFICANCE: Taken together, [TF] activation and induction of [TG] expression is essential for ER stress-induced cell death which is important for therapeutic effects of clinical cancer drugs.	TRI	ACTIVATION	F	Not TRI			0.0018013401714495059;0.9971240532325055;0.0010746065960449743	NF-kappaB	Complex:NFKB	NFKB	9606			1608	p53	7157	TP53	9606			1646	random	s2	NFKB	post	dbTF		
31562350:5:Cebpd:proliferating cell nuclear antigen	We found that irradiated [TF]-/- mice show decreased villous height, crypt depth, crypt to villi ratio and expression of the proliferation marker, [TG], indicative of intestinal injury.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.010457376900143636;0.9340910805873097;0.05545154251254666	Cebpd	12609	Cebpd	10090			677	proliferating cell nuclear antigen	18538	Pcna	10090			800	random	s2		post	dbTF	mutation	
25256710:10:p53:PIG3	TRIML2 also enhances the ability of [TF] to transactivate a subset of proapoptotic target genes associated with prolonged oxidative stress, including PIDD, [TG] (TP53I3), and PIG6 (PRODH).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0024160472762473698;0.9966942555592418;0.000889697164510755	p53	7157	TP53	9606			1379	PIG3	9540	TP53I3	9606			1498	random	s2		post	dbTF		
22129452:2:PPAR:ATP-binding cassette transporter A1	BACKGROUND: Synthetic activators of peroxisome proliferator-activated receptors (PPARs) stimulate cholesterol removal from macrophages through [TF]-dependent up-regulation of liver x receptor alpha (LXRalpha) and subsequent induction of cholesterol exporters such as [TG] (ABCA1) and scavenger receptor class B type 1 (SR-BI).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.00314711815431615;0.9956532319390592;0.0011996499066246823	PPAR	19013	Ppara	10090			320	ATP-binding cassette transporter A1	11303	Abca1	10090			444	random	s2		post	dbTF		
37094986:10:YY1:IL-6	IL-4/STAT6 pathway regulated YY1, and [TF] increased the macrophage-induced PCa progression by upregulating [TG].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0036792442422584563;0.9946869640011181;0.0016337917566234047	YY1	7528	YY1	9606			1385	IL-6	3569	IL6	9606			1454	random	s2		post	dbTF		
16598789:7:p53:p21	Increases in [TF] activity were deduced from levels of [TG] (cip1) and/or the rat orthologue of mdm2, two p53-regulated gene products whose induction was blocked by siRNA-mediated knockdown of p53.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.00844984691967167;0.9893572329257384;0.0021929201545898597	p53	7157	TP53	9606			770	p21	114851	Cdkn1a	10116			811	random	s2	p21_to_CDKN1A	post	dbTF	mutation	
21364906:10:NF-kappaB:MMP-3	The poly(I:C)-induced secretion of MMP-1 and [TG] was also attenuated by synthetic inhibitors of MAPK and [TF] signaling pathways.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0015693065472095588;0.9954448542704847;0.002985839182305794	NF-kappaB	Complex:NFKB	NFKB	9606			1533	MMP-3	4314	MMP3	9606			1471	random	s2	NFKB	post	dbTF	mutation	
17601530:6:Msx2:p27	Later during aorticopulmonary septation, excessive proliferation in the OFT cushion mesenchyme and myocardium of Msx1-/-; [TF]-/- mutants is associated with premature down-regulation of [TG](KIP1), an inhibitor of cyclin-dependent kinases.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.011358199456163258;0.6020283829654661;0.38661341757837064	Msx2	4488	MSX2	9606			1157	p27	10671	DCTN6	9606	normalisation	CDKN1B	1221	random	s2		post	dbTF	mutation	
33744764:10:ELK1:gamma-globin	Surprisingly, [TF] also directly bound to and activated the [TG] proximal promoter.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0050350365768061164;0.9940875034229448;0.0008774600002490227	ELK1	2002	ELK1	9606			1200	gamma-globin	3047	HBG1	9606			1246	random	s2		post	dbTF		
15994939:13:CHOP:DR5	These results indicate that the proteasome inhibitor MG132 induces [TG] expression through [TF] up-regulation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0037161129372868425;0.9931860436817515;0.003097843380961719	CHOP	1649	DDIT3	9606			1473	DR5	8795	TNFRSF10B	9606			1450	random	s2		post	dbTF	mutation	
17521288:4:p53:Bax	p73, like [TF], can mediate apoptosis by up-regulating the expression of pro-apoptotic genes, including [TG] (Bcl2-associated X protein) and PUMA (p53 up-regulated modulator of apoptosis).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002846444496552466;0.9957621264695253;0.0013914290339221876	p53	7157	TP53	9606			366	Bax	581	BAX	9606			459	random	s2		post	dbTF		
32681092:11:YY1:CTNNB1	Afterwards, [TF] was found to transcriptionally activate [TG].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0018609249786884785;0.9972944347026135;0.0008446403186980502	YY1	7528	YY1	9606			1024	CTNNB1	1499	CTNNB1	9606			1068	random	s2		post	dbTF		
29706652:10:STAT3:PVT1	Moreover, we revealed that PVT1 was a STAT3-responsive lncRNA, as [TF] could occupy the [TG] promoter to facilitate its transcription.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.02737690070318564;0.9715947835087541;0.0010283157880602055	STAT3	6774	STAT3	9606			1237	PVT1	5820	PVT1	9606			1260	random	s2		post	dbTF		
18843047:8:Runx2:osteocalcin	C/EBPbeta also enhanced the synergistic effect of ATF4 and [TF] on [TG] promoter transactivation by enhancing their interaction.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.004218113706860415;0.9947919829033599;0.0009899033897796186	Runx2	12393	Runx2	10090			1269	osteocalcin	12097	Bglap2	10090	normalisation	BGLAP	1278	random	s2		post	dbTF		
19254685:5:NF-kappaB:SVCT2	This was associated with increased expression of the ascorbate transporter ([TG]), which was prevented by ascorbate and by inhibiting the [TF] pathway.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003492688749577259;0.9853306095741935;0.011176701676229228	NF-kappaB	Complex:NFKB	NFKB	10090			700	SVCT2	54338	Slc23a2	10090			637	random	s2	NFKB	post	dbTF	mutation	
12596040:7:Stat5:beta-casein	These results show that protein synthesis inhibition is associated with both blockage of prolactin-[TF] signaling and NF-kappaB binding to the beta-casein promoter, but that the latter is not necessary for the suppression of [TG] expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.023948289576957906;0.9135259527485514;0.06252575767449073	Stat5	20850	Stat5a	10090			1326	beta-casein	12991	Csn2	10090			1453	random	s2		post	dbTF		
14670931:11:myc:osteopontin	Finally, transfection of cells with pSRalpha-[TF]-RhoDA also activated ERK. CONCLUSIONS: In conclusion, our present findings support a notion that Rho/Rho kinase pathway functions downstream of protein kinase C and the hexosamine pathways and upstream of ERK in mediating high-glucose-induced upregulation of [TG] expression.	TRI	ACTIVATION	F	Not TRI			0.002868046295923117;0.9962149888520583;0.0009169648520186731	myc	24577	Myc	10116			1345	osteopontin	25353	Spp1	10116			1608	random	s2		post	dbTF	Splitter	
7988559:11:RBP-J kappa:LMP	It is concluded that the transcriptional regulators Spi-1 and Spi-B as well as [TF] play an essential role in transactivating the [TG]/TP2 promoter by EBNA2 and therefore in the immortalization of B cells by EBV.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003884720026804387;0.995145575656959;0.0009697043162365275	RBP-J kappa	3516	RBPJ	9606			1538	LMP	9260	PDLIM7	9606	normalisation	virus protein LMP/ TP2	1596	random	s2		post	dbTF		
22301143:5:IRF-3:BST2	Interestingly, expression of IRF-1 or virus-activated forms of [TF] and IRF-7 stimulated the [TG] promoter even under conditions where type I IFN signaling was inhibited.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0026692825143018344;0.9960262824065985;0.0013044350790996427	IRF-3	54131	Irf3	10090			723	BST2	684	BST2	9606			754	random	s2		post	dbTF		
16965674:15:p53:Topo II alpha	CONCLUSION: Wild-type [TF] gene raises chemosensitivity of Bel-7402 cells to VCR, which may be partly related to the down-regulation of mdr1 and up-regulation of [TG].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003617855896372645;0.9939833359219548;0.002398808181672604	p53	7157	TP53	9606			1779	Topo II alpha	7153	TOP2A	9606			1918	random	s2		post	dbTF		
19851476:11:XPA:ATM	The bound [TF] also signals activation of [TG] and ATR, arresting cell cycle progression, leading to arrested growth.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.008996908128347726;0.9899520237838093;0.0010510680878430142	XPA	7507	XPA	9606			1611	ATM	472	ATM	9606			1642	random	s2		post	dbTF		
15007388:4:p53:PUMA	H3 and H4 acetylation increased at both the p21 and [TG] promoters in response to [TF] activation, whereas there was only a minimal increase in H4 acetylation and no increase in H3 acetylation at the MDM2 promoter.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.19444230620571928;0.8020188337810416;0.003538860013239142	p53	7157	TP53	9606			356	PUMA	27113	BBC3	9606			326	random	s2		post	dbTF		
